Carimbo de data/hora,A qual instituição você está filiado hoje?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,"Em qual instituição você concluiu sua graduação? (Insira a sigla, ex: UFPR, UNIOESTE, PUCPR, UEM, UEL, etc.)",De quais programas na graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software estatístico?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",A qual turma da disciplina você pertence?,Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou:,Sexo,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Você mora,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante para ir para Universidade?,"Em média, quanto tempo você demora para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?"
13/03/2020 10:41:2239,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2007,UEL,"PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,2,CAPES,0,0,Não,Excel,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,AF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,161,68,09/03/2019,PKLFA,Com amigos,2,Região metropolitana,B (carro),Carro/moto próprio,15,1,Não possuo,Violão,"Facebook, Instagram",49,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2258,UFPR,JD - Jurídicas,Mestrado Acadêmico,Ciências Biológicas,2009,FEPAR - FACULDADE EVANGÉLICA DO PARANÁ,AJKSFHAKF,,,,3,Não,6,10,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FAF,Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,160,58,26/12/2084,ASFA,Com o namorado(a)/noivo(a)/cônjuge,3,Curitiba,B (carro),Carro/moto próprio,30,0,"Cachorro, Gato, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",35,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2277,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Exatas,2008,Universidade Tuiuti do Paraná ,ASFDASF,,2019,UFPR,0,CAPES,1,5,Não,Excel,Não sei ainda,10,AASFASF,FF,Não,Remota,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,175,65,16/12/1967,FE,"Pensão, quarto alugado ou algo similar",2,Interior do Paraná,B (carro),Carro/moto próprio,50,0,"Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2296,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Exatas,1991,UTESC,HGJJHGJ,2014,2016,UFPR,4,Não,0,12,Sim,"R, SAS, Excel",Definitivamente não,7,JHGF,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,179,88,16/11/1968,GDF,Sozinho,1,Curitiba,A e B (moto e carro),Bicicleta,10,15,"Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2315,UFPR,CT - Ciências da Terra,Mestrado Profissional,Ciências Exatas,2017,UFPR,ERSFS,2009,2011,UFPR,5,CAPES,1,1,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Sim,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,161,62,15/06/1993,Trabalho ocasional,Com os pais,3,Região metropolitana,B (carro),Carro/moto próprio,40,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",38,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2334,UFPR,EP - Educação Profissional e Tecnológica,Doutorado,Ciências Humanas,2018,UFPR,"ASFAF, Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,CNPQ,1,0,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel",Não sei ainda,9,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",ASFAF,Feminino,168,67,21/10/1994,Trabalho por contrato,Com amigos,3,Interior do Paraná,B (carro),Carro/moto próprio,40,0,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2353,UFPR,ED - Educação,Pós-Doutorado,Ciências Humanas,2017,UFPA,"PET, Monitoria",,,,0,LACTEC,1,2,Sim,"R, SAS, Minitab, Statistica, SPSS, Matlab",Definitivamente não,10,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Presencial,Não,Não,Totalmente em escola pública,F,Masculino,169,62,29/05/1990,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Outro Estado,B (carro),Transporte público,120,1,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo",Facebook,38,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2372,UFPR,SL - Litoral,Professor,Ciências Exatas,2016,Universidade tuiuti do Paraná,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",,,UFPR,0,SIMEPAR,0,0,Não,"R, SAS, Minitab, Statistica, Excel, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Por alguma outra mídia social da UFPR,Não,Presencial,Não,Não,Totalmente em escola particular,F,Masculino,178,80,19/07/1991,Trabalho ocasional,Com outros familiares,2,Outro País,Não,Serviço fretado de van/ônibus,90,10,Não possuo,Violão,"Facebook, Instagram",16,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2391,UFPR,SP - Palotina,FGH,Ciências Biológicas,2018,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,0,Fundação Araucária,1,2,Sim,"R, SAS, Minitab, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,154,57,07/12/1989,Trabalho por contrato,Com amigos,3,Curitiba,A e B (moto e carro),Transporte público,30,0,Não possuo,Violão,"Facebook, Instagram",56,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2410,UFPR,TC - Tecnologia,JHG,Ciências Exatas,1996,UFPR,"Iniciação científica, PET, Monitoria, Empresa Júnior",,2021,UFPR,0,Não,1,0,Sim,"R, SAS, Statistica, SPSS, Excel, Matlab",Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a) orientador(a),Não,Remota,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,175,65,17/06/1969,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,1,Região metropolitana,Não,Transporte público,30,15,"Cachorro, Gato, Pássaro, Peixe",Violão,"Facebook, Instagram",52,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2429,ADFSA,ET - Exatas,WS,Ciências Exatas,1993,UFPR,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,,,1,Não,2,0,Não,"R, Minitab, Statistica, SPSS, Excel, Matlab",Não sei ainda,10,AASFASF,Por ex-alunos da Disciplina,Não,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,166,58,29/01/1968,PKLFA,"Pensão, quarto alugado ou algo similar",1,Curitiba,A e B (moto e carro),Carro/moto próprio,30,0,"Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2448,ASFDA,AG - Agrárias,LK,Ciências Exatas,2015,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2016,2018,UFPR,0,Não,1,11,Não,"SAS, Minitab, Statistica, SPSS, Excel, Matlab",Definitivamente não,10,JHGF,Por colegas,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,154,54,09/07/1991,ASFA,Sozinho,8,Interior do Paraná,A e B (moto e carro),A pé,25,1,"Pássaro, Peixe, Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",0,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2467,E,ET - Exatas,ASX,Ciências Humanas,2019,UFPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",1997,1999,UFPR,2,CAPES,1,5,Não,ASFDAF,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,ASFA,Não,Presencial,Não,Não,Totalmente em escola particular,ASFAF,Masculino,152,61,05/07/1989,FE,Com os pais,1,Curitiba,B (carro),Carro/moto próprio,25,2,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",58,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2486,GFH,AG - Agrárias,YG,Ciências Humanas,2002,UFSM,"PET, Monitoria",,,,1,CAPES,0,8,Não,AFFHG,Não sei ainda,10,Conseguir um emprego.,FS,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,179,82,02/10/1977,GDF,Com amigos,2,Região metropolitana,A e B (moto e carro),Transporte público,20,15,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2505,HG,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Exatas,2014,PUCPR,"PET, Monitoria",,,,0,Não,1,0,Sim,HKFFH,Definitivamente não,10,Conseguir um emprego.,FSAA,Não,Presencial,Não,Sim,Totalmente em escola particular,F,Masculino,171,80,01/06/1992,Trabalho ocasional,Com os pais,1,Interior do Paraná,Não,Transporte público,60,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",60,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2524,FJHGJH,ET - Exatas,Mestrado Acadêmico,Ciências Biológicas,2011,Universidad Central del Ecuador,"PET, Monitoria",2010,2012,University of Munich,4,CAPES,1,10,Sim,EDCS,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,SF,Sim,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,170,54,02/06/1989,Trabalho por contrato,Com outros familiares,3,Outro Estado,A e B (moto e carro),Bicicleta,20,5,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo",Facebook,50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2543,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2006,PUCPR,"PET, Monitoria",2016,2017,UFPR,0,Não,0,7,Sim,Excel,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,AF,Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,53,11/09/1980,Trabalho com carteira assinada/Vínculo Formal,Com amigos,0,Outro País,B (carro),Carro/moto próprio,10,1,Não possuo,Violão,"Facebook, Instagram",68,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2562,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Humanas,2008,UNESP Botucatu,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2017,,UFPR,3,CAPES,1,0,Sim,Excel,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,AF,Não,Presencial,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,76,12/10/1973,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,2,Curitiba,A e B (moto e carro),Carro/moto próprio,20,1,"Cachorro, Gato, Pássaro, Peixe",Violão,"Facebook, Instagram",37,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2581,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Humanas,2013,PUC-PR,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,0,CNPQ,1,0,Não,Excel,Não sei ainda,5,AASFASF,FAF,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,187,92,26/06/1992,Trabalho por contrato,"Pensão, quarto alugado ou algo similar",3,Região metropolitana,A e B (moto e carro),Carro/moto próprio,15,3,"Tartaruga, Coelho",Violão,"Facebook, Instagram",58,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2600,UFPR,AG - Agrárias,Mestrado Profissional,Ciências Exatas,1982,Universidade São Judas Tadeu,"Iniciação científica, PET, Monitoria, Empresa Júnior",,,,0,LACTEC,1,0,Sim,Excel,Definitivamente não,8,JHGF,FF,Sim,Presencial,Não,Sim,Totalmente em escola particular,ASFAF,Masculino,160,45,17/03/1959,Bolsista em tempo integral,Sozinho,2,Curitiba,Não,Bicicleta,20,4,"Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",35,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2619,UEL,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,1983,Universidade do Vale do Itajaí - UNIVALI,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,2019,UFPR,1,SIMEPAR,1,1,Não,"R, SAS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,172,87,23/06/1960,PKLFA,Com os pais,1,Interior do Paraná,B (carro),Carona com amigos,120,0,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",38,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2638,UEM,ET - Exatas,Pós-Doutorado,Ciências Exatas,2008,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2009,2012,UFPR,3,Fundação Araucária,2,6,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Não sei ainda,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola pública,F,Masculino,155,66,06/09/1986,ASFA,Com amigos,1,Curitiba,Superior à B,Carro/moto próprio,30,1,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",56,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2657,UEPG,AG - Agrárias,Professor,Ciências Exatas,2015,UFPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",1999,2001,Faculdade de Saúde Publica USP,10,Não,1,1,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel",Definitivamente não,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Remota,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,159,52,29/05/1992,FE,Com os pais,2,Região metropolitana,B (carro),Carro/moto próprio,15,1,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2676,UNIOESTE,ET - Exatas,FGH,Ciências Exatas,2017,PUC PR,AJKSFHAKF,,,,0,Não,1,0,Sim,"R, SAS, Minitab, Statistica, SPSS, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,155,52,18/07/1996,GDF,Com outros familiares,2,Interior do Paraná,B (carro),Carro/moto próprio,30,2,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",55,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2695,UNICENTRO,AG - Agrárias,JHG,Ciências Humanas,2011,UFPR,ASFDASF,,,UFPR,0,Não,0,1,Sim,"R, SAS, Minitab, Statistica, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma outra mídia social da UFPR,Não,Presencial,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,156,60,18/01/1987,Trabalho ocasional,Com amigos,2,Outro Estado,B (carro),Carro/moto próprio,10,3,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo",Facebook,55,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2714,UENP,BL - Ciências Biológicas,WS,Ciências Humanas,2003,PUCPR,HGJJHGJ,,,,0,CAPES,1,0,Sim,"R, SAS, Minitab, SPSS, Excel, Matlab",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,175,78,29/09/1981,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge,1,Outro País,B (carro),Transporte público,60,2,"Cachorro, Gato, Pássaro, Peixe",Violão,"Facebook, Instagram",50,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2733,UNILA,ET - Exatas,LK,Ciências Exatas,2014,UFPR,ERSFS,2014,2016,UFPR,14,CAPES,1,2,Sim,"R, SAS, Statistica, SPSS, Excel, Matlab",Não sei ainda,10,AASFASF,Pelo(a) orientador(a),Não,Presencial,Não,Não,Totalmente em escola pública,ASFAF,Masculino,155,85,21/06/2019,Trabalho com carteira assinada/Vínculo Formal,"Pensão, quarto alugado ou algo similar",1,Curitiba,B (carro),Transporte público,20,20,"Tartaruga, Coelho",Violão,"Facebook, Instagram",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2752,IFPR,AG - Agrárias,ASX,Ciências Biológicas,1984,Universidad EARTH - Costa Rica,"ASFAF, Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2012,2014,UFPR,4,Não,1,12,Sim,"R, Minitab, Statistica, SPSS, Excel, Matlab",Definitivamente não,10,JHGF,Por ex-alunos da Disciplina,Não,Presencial,Não,Não,Totalmente em escola particular,F,Masculino,165,67,30/08/1963,Trabalho ocasional,Sozinho,3,Região metropolitana,B (carro),Carro/moto próprio,10,8,"Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",38,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2771,UTFPR,ET - Exatas,YG,Ciências Exatas,2005,UFPR,"PET, Monitoria",,,,0,CAPES,1,5,Não,"SAS, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,156,65,26/05/1971,Trabalho por contrato,Com os pais,1,Curitiba,B (carro),Carro/moto próprio,15,4,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",93,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2790,UFPR,"AC - Artes, Comunicação e Design",Mestrado Acadêmico,Ciências Exatas,2018,PUCCAMP,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2009,2011,UFPR,4,Não,0,3,Sim,ASFDAF,Não sei ainda,10,Conseguir um emprego.,ASFA,Não,Remota,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,165,58,07/09/1990,Bolsista em tempo integral,Com amigos,1,Interior do Paraná,B (carro),Carro/moto próprio,10,22,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",55,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2809,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Exatas,2002,PUC SP,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,1,CAPES,1,2,Sim,AFFHG,Definitivamente não,9,Conseguir um emprego.,FS,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,192,102,22/01/1981,PKLFA,Com os pais,4,Curitiba,B (carro),Carro/moto próprio,20,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",48,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2828,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Humanas,2012,FATEC Pompeia,"Iniciação científica, PET, Monitoria, Empresa Júnior",,2021,UFPR,0,CNPQ,1,0,Sim,HKFFH,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,FSAA,Sim,Presencial,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,160,56,16/06/1991,ASFA,Com outros familiares,1,Região metropolitana,A e B (moto e carro),Carro/moto próprio,40,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",60,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2847,UFPR,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,2018,Universidade do Contestado,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",2012,2014,Universidade do Contestado,13,LACTEC,2,2,Sim,EDCS,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,SF,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,174,68,15/10/1993,FE,Com amigos,4,Interior do Paraná,B (carro),Carro/moto próprio,120,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2866,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2012,UniEvangélica,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2014,2016,Universidade Católica de Brasília,3,SIMEPAR,1,2,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,AF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",ASFAF,Feminino,162,60,16/01/1988,GDF,Com o namorado(a)/noivo(a)/cônjuge,4,Outro Estado,A e B (moto e carro),Carro/moto próprio,15,10,"Cachorro, Gato, Pássaro, Peixe","Violão, Guitarra, Teclado, Contrabaixo",Facebook,65,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2885,UFPR,JD - Jurídicas,Mestrado Acadêmico,Ciências Biológicas,2014,PUCPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",,2020,,0,Fundação Araucária,1,0,Não,Excel,Não sei ainda,7,AASFASF,AF,Sim,Presencial,Não,Sim,Totalmente em escola particular,F,Masculino,166,58,29/01/1991,Trabalho ocasional,"Pensão, quarto alugado ou algo similar",1,Outro País,B (carro),Transporte público,90,1,"Tartaruga, Coelho",Violão,"Facebook, Instagram",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2904,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Exatas,2018,UP,"PET, Monitoria",,,,1,Não,0,0,Sim,Excel,Definitivamente não,10,JHGF,FAF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,165,60,09/04/1995,Trabalho por contrato,Sozinho,1,Curitiba,B (carro),Carro/moto próprio,40,2,"Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",37,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2923,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Exatas,2018,UNESP - Universidade Estadual Paulista,"PET, Monitoria",2015,2017,IAC - Instituto Agronômico de Campinas ,1,Não,2,1,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FF,Sim,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,158,57,11/01/1994,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Região metropolitana,B (carro),INTERCAMP DA UFPR,10,15,Não possuo,Violão,"Facebook, Instagram",35,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:2942,UFPR,CT - Ciências da Terra,Mestrado Profissional,Ciências Exatas,2003,UFPR,"PET, Monitoria",,,,0,Não,1,0,Sim,"R, SAS, Excel",Não sei ainda,8,Conseguir um emprego.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,186,84,21/05/1968,Trabalho ocasional,Com amigos,1,Curitiba,B (carro),Carro/moto próprio,15,1,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",45,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:2961,UFPR,EP - Educação Profissional e Tecnológica,Doutorado,Ciências Humanas,2018,UFPR,"PET, Monitoria",,,,0,CAPES,1,0,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Definitivamente não,7,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,168,64,23/03/1996,Trabalho por contrato,Com os pais,1,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,20,1,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",63,B se chama Bouba e A se chama Kiki.
